0 1.2
0.025 1.2
0.05 1.2
0.075 1.2
0.1 1.2
0.125 1.2
0.15 1.2
0.175 1.2
0.2 1.2
0.225 1.2
0.25 1.2
0.275 1.2
0.3 1.2
0.325 1.2
0.35 1.2
0.375 1.1999
0.4 1.1999
0.425 1.1999
0.45 1.1999
0.475 1.1999
0.5 1.1999
0.525 1.1999
0.55 1.1999
0.575 1.1999
0.6 1.1999
0.625 1.1999
0.65 1.1999
0.675 1.1999
0.7 1.1999
0.725 1.1998
0.75 1.1998
0.775 1.1998
0.8 1.1998
0.825 1.1998
0.85 1.1998
0.875 1.1998
0.9 1.1998
0.925 1.1998
0.95 1.1998
0.975 1.1997
1 1.1997
1.025 1.1997
1.05 1.1997
1.075 1.1997
1.1 1.1997
1.125 1.1997
1.15 1.1997
1.175 1.1997
1.2 1.1997
1.225 1.1996
1.25 1.1996
1.275 1.1996
1.3 1.1996
1.325 1.1996
1.35 1.1996
1.375 1.1996
1.4 1.1996
1.425 1.1996
1.45 1.1996
1.475 1.1995
1.5 1.1995
1.525 1.1995
1.55 1.1995
1.575 1.1995
1.6 1.1995
1.625 1.1995
1.65 1.1995
1.675 1.1995
1.7 1.1994
1.725 1.1994
1.75 1.1994
1.775 1.1994
1.8 1.1994
1.825 1.1994
1.85 1.1994
1.875 1.1994
1.9 1.1994
1.925 1.1994
1.95 1.1993
1.975 1.1993
2 1.1993
2.025 1.1993
2.05 1.1993
2.075 1.1993
2.1 1.1993
2.125 1.1993
2.15 1.1993
2.175 1.1993
2.2 1.1992
2.225 1.1992
2.25 1.1992
2.275 1.1992
2.3 1.1992
2.325 1.1992
2.35 1.1992
2.375 1.1992
2.4 1.1992
2.425 1.1992
2.45 1.1992
2.475 1.1991
2.5 1.1991
2.525 1.1991
2.55 1.1991
2.575 1.1991
2.6 1.1991
2.625 1.1991
2.65 1.1991
2.675 1.1991
2.7 1.1991
2.725 1.1991
2.75 1.199
2.775 1.199
2.8 1.199
2.825 1.199
2.85 1.199
2.875 1.199
2.9 1.199
2.925 1.199
2.95 1.199
2.975 1.199
3 1.199
3.025 1.199
3.05 1.199
3.075 1.1989
3.1 1.1989
3.125 1.1989
3.15 1.1989
3.175 1.1989
3.2 1.1989
3.225 1.1989
3.25 1.1989
3.275 1.1989
3.3 1.1989
3.325 1.1989
3.35 1.1989
3.375 1.1989
3.4 1.1988
3.425 1.1988
3.45 1.1988
3.475 1.1988
3.5 1.1988
3.525 1.1988
3.55 1.1988
3.575 1.1988
3.6 1.1988
3.625 1.1988
3.65 1.1988
3.675 1.1988
3.7 1.1988
3.725 1.1988
3.75 1.1988
3.775 1.1988
3.8 1.1987
3.825 1.1987
3.85 1.1987
3.875 1.1987
3.9 1.1987
3.925 1.1987
3.95 1.1987
3.975 1.1987
4 1.1987
4.025 1.1987
4.05 1.1987
4.075 1.1987
4.1 1.1987
4.125 1.1987
4.15 1.1987
4.175 1.1987
4.2 1.1987
4.225 1.1987
4.25 1.1986
4.275 1.1986
4.3 1.1986
4.325 1.1986
4.35 1.1986
4.375 1.1986
4.4 1.1986
4.425 1.1986
4.45 1.1986
4.475 1.1986
4.5 1.1986
4.525 1.1986
4.55 1.1986
4.575 1.1986
4.6 1.1986
4.625 1.1986
4.65 1.1986
4.675 1.1986
4.7 1.1986
4.725 1.1985
4.75 1.1985
4.775 1.1985
4.8 1.1985
4.825 1.1985
4.85 1.1985
4.875 1.1985
4.9 1.1985
4.925 1.1985
4.95 1.1985
4.975 1.1985
5 1.1985
5.025 1.1985
5.05 1.1985
5.075 1.1985
5.1 1.1985
5.125 1.1985
5.15 1.1985
5.175 1.1985
5.2 1.1985
5.225 1.1985
5.25 1.1984
5.275 1.1984
5.3 1.1984
5.325 1.1984
5.35 1.1984
5.375 1.1984
5.4 1.1984
5.425 1.1984
5.45 1.1984
5.475 1.1984
5.5 1.1984
5.525 1.1984
5.55 1.1984
5.575 1.1984
5.6 1.1984
5.625 1.1984
5.65 1.1984
5.675 1.1984
5.7 1.1984
5.725 1.1984
5.75 1.1984
5.775 1.1984
5.8 1.1984
5.825 1.1984
5.85 1.1983
5.875 1.1983
5.9 1.1983
5.925 1.1983
5.95 1.1983
5.975 1.1983
6 1.1983
6.025 1.1983
6.05 1.1983
6.075 1.1983
6.1 1.1983
6.125 1.1983
6.15 1.1983
6.175 1.1983
6.2 1.1983
6.225 1.1983
6.25 1.1983
6.275 1.1983
6.3 1.1983
6.325 1.1983
6.35 1.1983
6.375 1.1983
6.4 1.1983
6.425 1.1983
6.45 1.1983
6.475 1.1983
6.5 1.1983
6.525 1.1983
6.55 1.1983
6.575 1.1983
6.6 1.1983
6.625 1.1983
6.65 1.1983
6.675 1.1983
6.7 1.1983
6.725 1.1983
6.75 1.1983
6.775 1.1983
6.8 1.1983
6.825 1.1983
6.85 1.1983
6.875 1.1983
6.9 1.1983
6.925 1.1982
6.95 1.1982
6.975 1.1982
7 1.1982
7.025 1.1982
7.05 1.1982
7.075 1.1982
7.1 1.1982
7.125 1.1982
7.15 1.1982
7.175 1.1982
7.2 1.1982
7.225 1.1982
7.25 1.1982
7.275 1.1982
7.3 1.1982
7.325 1.1982
7.35 1.1982
7.375 1.1982
7.4 1.1982
7.425 1.1982
7.45 1.1982
7.475 1.1982
7.5 1.1982
7.525 1.1982
7.55 1.1982
7.575 1.1982
7.6 1.1982
7.625 1.1982
7.65 1.1982
7.675 1.1982
7.7 1.1982
7.725 1.1982
7.75 1.1982
7.775 1.1982
7.8 1.1982
7.825 1.1982
7.85 1.1982
7.875 1.1982
7.9 1.1982
7.925 1.1982
7.95 1.1982
7.975 1.1982
8 1.1982
8.025 1.1982
8.05 1.1982
8.075 1.1982
8.1 1.1982
8.125 1.1982
8.15 1.1982
8.175 1.1982
8.2 1.1982
8.225 1.1982
8.25 1.1982
8.275 1.1982
8.3 1.1982
8.325 1.1982
8.35 1.1982
8.375 1.1982
8.4 1.1982
8.425 1.1982
8.45 1.1982
8.475 1.1982
8.5 1.1982
8.525 1.1982
8.55 1.1982
8.575 1.1982
8.6 1.1982
8.625 1.1982
8.65 1.1982
8.675 1.1982
8.7 1.1982
8.725 1.1982
8.75 1.1982
